,#AUTHID,sEXT,sNEU,sAGR,sCON,sOPN,NETWORKSIZE,positive,negative,joy,sadness,fear,disgust,anticipation,surprise,sum_emotions,punctuation
2231,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,0,0,0,0,0,0,0,0,0,3
2232,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,1,0,0,0,0,0,1,1,2,0
2233,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,1,1,0,0,0,0,1,1,3,1
2234,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,2,0,2,0,0,0,2,2,6,0
2235,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,5,2,1,1,2,0,0,0,11,0
2236,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,1,1,0,1,0,1,0,0,4,1
2237,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,0,0,0,0,0,0,0,0,0,2
2238,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,3,1,3,1,0,0,3,3,11,2
2239,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,1,1,1,0,0,1,0,0,4,1
2240,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,1,0,1,0,0,0,1,1,3,6
2241,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,2,1,1,0,0,0,0,0,4,2
2242,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,0,0,0,0,0,0,0,0,0,0
2243,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,2,0,0,0,2,0,0,0,4,1
2244,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,2,0,1,0,0,0,2,2,5,0
2245,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,1,0,0,0,0,0,1,1,2,2
2246,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,0,0,0,0,0,0,0,0,0,3
2247,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,1,0,0,0,0,0,1,1,2,2
2248,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,0,1,0,0,1,1,0,0,3,0
2249,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,1,0,0,0,0,0,0,0,1,0
2250,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,0,0,0,0,0,0,0,0,0,0
2251,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,2,2,0,1,0,0,2,2,7,2
2252,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,1,1,1,0,1,0,1,1,5,1
2253,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,0,0,0,0,0,0,0,0,0,0
2254,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,0,0,0,0,0,0,0,0,0,1
2255,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,0,1,0,0,0,0,0,0,1,0
2256,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,1,4,1,3,4,3,2,2,18,2
2257,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,0,4,0,2,1,3,0,0,10,0
2258,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,0,0,0,0,0,0,0,0,0,0
2259,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,2,0,2,0,0,0,2,2,6,0
2260,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,1,2,1,1,1,0,0,0,6,0
2261,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,0,0,0,0,0,0,0,0,0,1
2262,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,0,5,0,4,3,3,0,0,15,3
2263,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,0,0,0,0,0,0,0,0,0,0
2264,692758eda219c4fdb6aa64e929be3ff0,2.55,2.85,3.9,2.5,4.4,145.0,0,0,0,0,0,0,0,0,0,4
2265,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,1,0,1,0,0,0,1,1,3,0
2266,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,1,0,0,0,0,1,1,2,0
2267,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2268,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2269,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2270,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2271,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2272,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2273,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,3,0,1,1,0,1,1,6,0
2274,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2275,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2276,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2277,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2278,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,1,0,0,1,0,1,0,0,3,1
2279,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2280,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,1
2281,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,1
2282,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,1
2283,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,1,0,1,0,0,0,0,0,2,0
2284,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,1,0,0,0,0,0,0,0,1,0
2285,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2286,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,1,0,1,1,0,0,0,3,0
2287,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,3,0,1,1,0,0,0,0,5,0
2288,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,2,1,2,1,1,1,2,2,10,0
2289,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2290,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2291,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,1,0,0,0,0,0,0,0,1,0
2292,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2293,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,1,0,1,0,0,0,0,0,2,0
2294,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2295,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2296,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,1,0,1,1,1,0,0,4,0
2297,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,1,0,0,0,0,0,0,0,1,0
2298,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,2,0,1,0,0,1,1,4,0
2299,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2300,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2301,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,1
2302,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2303,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,1,0,1,0,0,0,0,2,0
2304,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,4,3,0,3,2,1,0,0,13,0
2305,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,1,0,1,0,0,0,1,1,3,0
2306,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2307,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2308,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,1,1,0,1,0,0,0,0,3,0
2309,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2310,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,1,0,1,1,0,0,0,3,0
2311,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2312,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2313,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2314,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,4,2,0,2,2,0,0,0,10,0
2315,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2316,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,4,0,0,0,0,0,0,4,1
2317,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,2,1,0,0,0,0,0,0,3,0
2318,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2319,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2320,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,2,0,1,1,2,0,0,6,0
2321,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2322,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2323,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,1,0,1,1,0,0,0,0,3,0
2324,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2325,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2326,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2327,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,2,0,1,0,0,0,1,1,4,0
2328,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2329,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,1,1,0,1,0,1,0,0,4,0
2330,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2331,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2332,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2333,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,1
2334,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,2,0,1,0,0,0,1,1,4,0
2335,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2336,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,1,0,0,1,0,0,0,2,0
2337,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,1,0,0,0,0,0,0,1,0
2338,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,1
2339,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,1,0,0,1,0,0,0,2,0
2340,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,1,2,1,0,2,0,0,0,6,0
2341,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,3,0,1,0,0,0,1,1,5,0
2342,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,1,0,0,1,0,0,2,0
2343,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,2,0,1,1,1,0,0,5,0
2344,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,2,0,1,0,0,0,1,1,4,0
2345,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,1,0,0,0,0,1,0
2346,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2347,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2348,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,1,0,0,0,0,0,0,0,1,0
2349,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2350,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2351,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2352,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2353,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,2
2354,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2355,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2356,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,0,0,0,0,0,0,0,0,0,0
2357,526ac2635cb3f5e0ee5d7424e83e9107,2.45,2.7,3.1,4.0,4.3,633.0,6,1,5,1,1,1,2,2,17,0
2358,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,1,1,1,0,0,0,0,4,0
2359,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,2,3,2,0,1,0,3,3,11,0
2360,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,0
2361,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,0,1,0,0,0,0,0,2,0
2362,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,1,1,1,1,1,0,0,6,0
2363,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,1,0,1,1,1,0,0,5,1
2364,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,1,0,1,1,1,0,0,4,0
2365,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,2,0,2,2,2,0,0,8,0
2366,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,2,1,0,0,0,3,3,7,1
2367,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,1,0,0,0,1,1,1,4,0
2368,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,0,0,0,0,0,0,0,1,0
2369,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,1,0,0,0,1,0,0,2,0
2370,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,0,1,0,0,0,1,1,3,0
2371,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,0
2372,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,0
2373,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,1
2374,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,1,0,0,0,0,0,0,2,0
2375,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,2,0,1,0,0,0,0,0,3,0
2376,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,1,0,1,0,0,0,0,3,0
2377,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,2,0,1,0,0,0,0,0,3,0
2378,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,0
2379,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,1,0,1,0,1,0,0,3,0
2380,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,0
2381,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,3,1,3,1,1,1,3,3,13,0
2382,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,3,0,3,1,0,0,1,1,8,0
2383,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,0
2384,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,2,0,1,0,0,0,1,1,4,0
2385,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,1
2386,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,1,0,0,0,0,0,0,1,0
2387,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,0,0,0,0,0,1,1,2,0
2388,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,1,1,1,0
2389,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,2,0,1,1,0,0,0,0,4,0
2390,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,3,0,0,0,1,0,0,4,0
2391,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,0,0,0,0,0,0,0,1,0
2392,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,1,1,1,0,0,1,1,5,0
2393,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,0,0,0,0,0,0,0,1,1
2394,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,1,0,0,1,1,0,0,3,0
2395,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,1,0,1,0,0,0,0,2,0
2396,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,0,0,0,0,0,0,0,1,1
2397,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,2,0,2,0,0,0,1,1,5,0
2398,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,1,1,1,1,1,1,1,7,0
2399,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,2,1,2,2,1,1,3,3,12,0
2400,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,0,1,0,0,0,0,0,2,0
2401,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,0
2402,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,1,0,1,1,0,0,0,3,0
2403,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,0,0,0,0,0,0,0,1,0
2404,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,0,1,0,0,0,1,1,3,0
2405,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,2,0,0,1,0,0,0,3,0
2406,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,2,0,1,1,2,0,0,6,0
2407,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,1,0,1,0,0,0,0,3,0
2408,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,0
2409,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,1,1,1,1
2410,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,2,0,1,0,0,0,1,1,4,2
2411,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,0
2412,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,4,0,3,0,0,0,1,1,8,2
2413,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,3,0,3,0,0,0,2,2,8,0
2414,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,0
2415,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,0
2416,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,0,1,1,0,0,1,1,4,0
2417,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,1,1,1,0
2418,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,0,1,0,0,0,0,0,2,3
2419,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,0
2420,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,1
2421,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,0,1,0,1,0,1,1,4,1
2422,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,0
2423,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,2,0,1,0,0,0,1,1,4,0
2424,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,0,1,0,0,0,0,0,2,1
2425,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,1
2426,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,1,1,0,1,0,1,0,0,4,1
2427,b2be41464b53ffc6deae9536ddfd3aee,4.2,2.6,3.95,3.25,5.0,332.0,0,0,0,0,0,0,0,0,0,1
