,sEXT,sNEU,sAGR,sCON,sOPN,positive,negative,joy,sadness,fear,disgust,anticipation
1377,3.15,3.6,3.4,2.2,4.25,2,0,2,0,0,0,1
1378,3.15,3.6,3.4,2.2,4.25,1,0,0,1,1,0,1
1379,3.15,3.6,3.4,2.2,4.25,3,1,0,1,0,0,0
1380,3.15,3.6,3.4,2.2,4.25,1,0,1,0,1,0,1
1381,3.15,3.6,3.4,2.2,4.25,1,1,1,1,0,0,0
1382,3.15,3.6,3.4,2.2,4.25,0,0,0,0,1,0,0
1383,3.15,3.6,3.4,2.2,4.25,0,1,0,1,2,0,2
1384,3.15,3.6,3.4,2.2,4.25,4,2,3,1,0,0,1
1385,3.15,3.6,3.4,2.2,4.25,1,6,1,1,1,1,1
1386,3.15,3.6,3.4,2.2,4.25,0,1,0,0,1,0,0
1387,3.15,3.6,3.4,2.2,4.25,0,1,0,0,0,0,0
1388,3.15,3.6,3.4,2.2,4.25,2,0,2,0,0,0,1
1389,3.15,3.6,3.4,2.2,4.25,2,0,1,0,0,0,0
1390,3.15,3.6,3.4,2.2,4.25,1,0,1,0,0,1,1
1391,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1392,3.15,3.6,3.4,2.2,4.25,1,0,1,0,0,0,0
1393,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1394,3.15,3.6,3.4,2.2,4.25,1,0,0,0,0,0,0
1395,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1396,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1397,3.15,3.6,3.4,2.2,4.25,1,1,1,0,0,0,0
1398,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1399,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1400,3.15,3.6,3.4,2.2,4.25,1,2,0,1,1,0,1
1401,3.15,3.6,3.4,2.2,4.25,0,2,0,1,1,0,0
1402,3.15,3.6,3.4,2.2,4.25,0,1,0,1,0,0,0
1403,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1404,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1405,3.15,3.6,3.4,2.2,4.25,2,2,2,0,0,0,2
1406,3.15,3.6,3.4,2.2,4.25,1,1,1,0,0,0,1
1407,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1408,3.15,3.6,3.4,2.2,4.25,2,1,1,0,1,1,1
1409,3.15,3.6,3.4,2.2,4.25,1,1,1,0,0,0,0
1410,3.15,3.6,3.4,2.2,4.25,1,1,0,0,0,0,0
1411,3.15,3.6,3.4,2.2,4.25,2,0,2,0,1,0,0
1412,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1413,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1414,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1415,3.15,3.6,3.4,2.2,4.25,1,2,0,1,0,0,0
1416,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1417,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1418,3.15,3.6,3.4,2.2,4.25,4,1,3,0,0,0,1
1419,3.15,3.6,3.4,2.2,4.25,1,1,0,1,0,0,0
1420,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1421,3.15,3.6,3.4,2.2,4.25,1,0,0,1,1,0,0
1422,3.15,3.6,3.4,2.2,4.25,1,2,0,1,1,1,0
1423,3.15,3.6,3.4,2.2,4.25,1,1,0,0,0,0,0
1424,3.15,3.6,3.4,2.2,4.25,2,1,2,0,0,0,0
1425,3.15,3.6,3.4,2.2,4.25,4,0,3,0,0,0,4
1426,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1427,3.15,3.6,3.4,2.2,4.25,0,1,0,0,0,0,0
1428,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1429,3.15,3.6,3.4,2.2,4.25,1,1,1,1,0,0,0
1430,3.15,3.6,3.4,2.2,4.25,0,1,0,0,0,0,0
1431,3.15,3.6,3.4,2.2,4.25,1,0,1,0,0,0,1
1432,3.15,3.6,3.4,2.2,4.25,2,3,1,1,0,1,1
1433,3.15,3.6,3.4,2.2,4.25,1,0,1,0,0,0,0
1434,3.15,3.6,3.4,2.2,4.25,1,4,0,1,2,1,0
1435,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1436,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1437,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1438,3.15,3.6,3.4,2.2,4.25,3,3,1,3,1,1,2
1439,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1440,3.15,3.6,3.4,2.2,4.25,2,0,2,0,0,0,0
1441,3.15,3.6,3.4,2.2,4.25,3,1,3,0,0,0,0
1442,3.15,3.6,3.4,2.2,4.25,1,1,1,1,1,1,1
1443,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1444,3.15,3.6,3.4,2.2,4.25,2,5,0,1,2,2,0
1445,3.15,3.6,3.4,2.2,4.25,1,3,0,2,1,0,1
1446,3.15,3.6,3.4,2.2,4.25,0,1,0,1,0,0,1
1447,3.15,3.6,3.4,2.2,4.25,2,0,2,0,1,1,3
1448,3.15,3.6,3.4,2.2,4.25,1,3,0,0,0,0,0
1449,3.15,3.6,3.4,2.2,4.25,1,0,1,0,0,0,2
1450,3.15,3.6,3.4,2.2,4.25,0,2,0,1,1,0,0
1451,3.15,3.6,3.4,2.2,4.25,2,2,1,0,0,1,1
1452,3.15,3.6,3.4,2.2,4.25,1,1,1,0,0,0,2
1453,3.15,3.6,3.4,2.2,4.25,1,3,1,2,2,2,0
1454,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1455,3.15,3.6,3.4,2.2,4.25,2,0,1,0,0,0,0
1456,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1457,3.15,3.6,3.4,2.2,4.25,1,0,1,0,0,0,1
1458,3.15,3.6,3.4,2.2,4.25,2,1,2,1,0,0,0
1459,3.15,3.6,3.4,2.2,4.25,3,0,1,0,0,1,1
1460,3.15,3.6,3.4,2.2,4.25,1,0,1,0,0,1,1
1461,3.15,3.6,3.4,2.2,4.25,1,1,0,0,0,0,0
1462,3.15,3.6,3.4,2.2,4.25,0,2,0,0,1,0,1
1463,3.15,3.6,3.4,2.2,4.25,0,0,0,0,0,0,0
1464,3.15,3.6,3.4,2.2,4.25,2,0,1,0,0,0,0
1465,3.15,3.6,3.4,2.2,4.25,1,0,1,0,0,0,1
1466,3.15,3.6,3.4,2.2,4.25,1,1,1,0,1,0,0
1467,3.15,3.6,3.4,2.2,4.25,3,0,0,0,0,0,0
1468,3.15,3.6,3.4,2.2,4.25,0,1,0,0,0,0,0
1469,3.15,3.6,3.4,2.2,4.25,2,2,1,1,1,1,1
1470,3.15,3.6,3.4,2.2,4.25,1,0,0,0,0,0,0
1471,3.15,3.6,3.4,2.2,4.25,4,2,2,1,1,1,1
1472,3.15,3.6,3.4,2.2,4.25,3,1,2,0,0,0,1
1473,3.15,3.6,3.4,2.2,4.25,1,0,1,0,0,0,0
1474,2.45,3.15,3.05,4.1,4.55,6,4,5,3,2,2,3
1475,2.45,3.15,3.05,4.1,4.55,1,0,0,0,0,0,0
1476,2.45,3.15,3.05,4.1,4.55,0,1,0,1,0,0,0
1477,2.45,3.15,3.05,4.1,4.55,2,0,1,0,0,0,1
1478,2.45,3.15,3.05,4.1,4.55,1,1,1,0,0,0,0
1479,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,0,0
1480,2.45,3.15,3.05,4.1,4.55,3,0,0,0,0,0,1
1481,2.45,3.15,3.05,4.1,4.55,0,3,0,3,1,1,1
1482,2.45,3.15,3.05,4.1,4.55,0,0,0,0,0,0,0
1483,2.45,3.15,3.05,4.1,4.55,2,4,2,1,0,0,2
1484,2.45,3.15,3.05,4.1,4.55,1,2,1,1,1,1,0
1485,2.45,3.15,3.05,4.1,4.55,0,0,0,0,0,0,2
1486,2.45,3.15,3.05,4.1,4.55,0,2,0,2,0,0,0
1487,2.45,3.15,3.05,4.1,4.55,0,1,0,0,0,0,0
1488,2.45,3.15,3.05,4.1,4.55,1,1,1,0,0,0,0
1489,2.45,3.15,3.05,4.1,4.55,0,1,0,0,1,0,1
1490,2.45,3.15,3.05,4.1,4.55,0,0,0,0,0,0,0
1491,2.45,3.15,3.05,4.1,4.55,1,0,0,0,0,0,0
1492,2.45,3.15,3.05,4.1,4.55,2,0,0,0,0,0,0
1493,2.45,3.15,3.05,4.1,4.55,0,0,0,0,0,0,0
1494,2.45,3.15,3.05,4.1,4.55,0,0,0,0,0,0,0
1495,2.45,3.15,3.05,4.1,4.55,6,1,4,0,1,0,2
1496,2.45,3.15,3.05,4.1,4.55,0,4,0,1,1,1,0
1497,2.45,3.15,3.05,4.1,4.55,0,1,0,0,0,0,1
1498,2.45,3.15,3.05,4.1,4.55,1,0,0,0,0,0,0
1499,4.1,1.78,3.3,4.3,4.7,2,2,0,0,0,1,0
1500,4.1,1.78,3.3,4.3,4.7,0,0,0,0,0,0,0
1501,4.1,1.78,3.3,4.3,4.7,0,0,0,0,0,0,0
1502,4.1,1.78,3.3,4.3,4.7,0,4,0,4,3,1,1
1503,4.1,1.78,3.3,4.3,4.7,2,1,2,1,1,1,3
1504,4.1,1.78,3.3,4.3,4.7,6,4,3,2,4,1,2
1505,4.1,1.78,3.3,4.3,4.7,2,4,1,1,2,1,1
1506,4.1,1.78,3.3,4.3,4.7,2,0,1,0,0,0,0
1507,4.1,1.78,3.3,4.3,4.7,4,3,2,3,3,1,2
1508,4.1,1.78,3.3,4.3,4.7,1,5,1,3,2,0,0
1509,4.1,1.78,3.3,4.3,4.7,0,0,0,0,0,0,0
1510,4.1,1.78,3.3,4.3,4.7,6,3,4,3,2,2,3
1511,4.1,1.78,3.3,4.3,4.7,0,0,0,0,0,0,0
1512,4.1,1.78,3.3,4.3,4.7,0,2,0,2,1,1,0
1513,4.1,1.78,3.3,4.3,4.7,0,2,0,0,0,1,0
1514,4.1,1.78,3.3,4.3,4.7,0,0,0,0,0,0,0
1515,4.1,1.78,3.3,4.3,4.7,0,0,0,0,0,0,1
1516,4.1,1.78,3.3,4.3,4.7,0,0,0,0,0,0,0
1517,4.1,1.78,3.3,4.3,4.7,2,0,1,2,1,0,1
1518,4.1,1.78,3.3,4.3,4.7,2,3,1,3,1,1,2
1519,4.1,1.78,3.3,4.3,4.7,7,5,4,3,3,2,7
1520,4.1,1.78,3.3,4.3,4.7,1,0,0,0,0,0,0
1521,4.1,1.78,3.3,4.3,4.7,2,3,0,0,0,0,1
1522,4.1,1.78,3.3,4.3,4.7,10,4,1,0,1,1,3
1523,4.1,1.78,3.3,4.3,4.7,0,0,0,0,0,0,1
1524,4.1,1.78,3.3,4.3,4.7,0,0,0,0,0,0,0
1525,4.1,1.78,3.3,4.3,4.7,1,3,0,2,1,0,1
1526,4.1,1.78,3.3,4.3,4.7,1,0,0,0,1,0,0
1527,4.1,1.78,3.3,4.3,4.7,2,2,2,1,1,0,1
1528,4.1,1.78,3.3,4.3,4.7,0,6,0,3,2,4,1
1529,4.1,1.78,3.3,4.3,4.7,1,1,0,0,0,0,0
1530,4.1,1.78,3.3,4.3,4.7,1,0,1,0,0,0,0
1531,4.1,1.78,3.3,4.3,4.7,3,2,1,1,0,0,0
1532,4.1,1.78,3.3,4.3,4.7,3,0,2,0,0,0,2
1533,4.1,1.78,3.3,4.3,4.7,1,1,0,2,2,1,0
1534,4.1,1.78,3.3,4.3,4.7,0,2,0,1,1,0,0
1535,4.1,1.78,3.3,4.3,4.7,2,0,2,0,0,0,1
1536,4.1,1.78,3.3,4.3,4.7,1,1,0,1,1,0,1
1537,4.1,1.78,3.3,4.3,4.7,5,3,5,2,3,0,6
1538,4.1,1.78,3.3,4.3,4.7,3,0,3,2,0,0,1
1539,4.1,1.78,3.3,4.3,4.7,0,0,0,0,0,0,0
1540,4.1,1.78,3.3,4.3,4.7,0,1,0,0,0,0,1
1541,4.1,1.78,3.3,4.3,4.7,2,0,1,0,0,0,1
1542,4.1,1.78,3.3,4.3,4.7,1,3,1,1,1,0,0
1543,4.1,1.78,3.3,4.3,4.7,2,1,1,0,1,0,2
1544,4.1,1.78,3.3,4.3,4.7,2,0,2,0,0,0,0
1545,4.1,1.78,3.3,4.3,4.7,3,1,1,0,0,0,0
1546,4.1,1.78,3.3,4.3,4.7,3,1,2,1,1,0,1
1547,4.1,1.78,3.3,4.3,4.7,5,3,5,2,3,0,6
1548,4.1,1.78,3.3,4.3,4.7,0,0,0,0,1,0,0
1549,4.1,1.78,3.3,4.3,4.7,1,0,1,0,0,0,0
1550,4.1,1.78,3.3,4.3,4.7,3,0,3,0,1,0,1
1551,4.1,1.78,3.3,4.3,4.7,2,0,1,0,0,0,0
1552,4.1,1.78,3.3,4.3,4.7,1,3,1,2,0,0,0
1553,4.1,1.78,3.3,4.3,4.7,2,0,1,0,0,0,2
1554,4.1,1.78,3.3,4.3,4.7,6,5,2,2,4,1,1
1555,4.1,1.78,3.3,4.3,4.7,3,0,2,0,0,0,0
1556,4.1,1.78,3.3,4.3,4.7,0,1,0,1,1,0,0
1557,4.1,1.78,3.3,4.3,4.7,1,1,1,0,0,0,2
1558,4.1,1.78,3.3,4.3,4.7,2,0,1,0,0,0,3
1559,4.1,1.78,3.3,4.3,4.7,2,1,2,0,1,0,2
1560,4.1,1.78,3.3,4.3,4.7,0,1,0,1,0,0,2
1561,4.1,1.78,3.3,4.3,4.7,1,0,0,0,0,0,0
1562,4.1,1.78,3.3,4.3,4.7,1,0,1,0,0,0,1
1563,4.1,1.78,3.3,4.3,4.7,2,2,0,0,0,0,0
1564,4.1,1.78,3.3,4.3,4.7,2,5,0,2,0,0,2
1565,4.1,1.78,3.3,4.3,4.7,5,1,1,0,0,1,1
1566,4.1,1.78,3.3,4.3,4.7,1,0,1,0,0,0,1
1567,4.1,1.78,3.3,4.3,4.7,2,3,0,3,1,0,1
1568,4.1,1.78,3.3,4.3,4.7,0,0,0,0,0,0,1
1569,4.1,1.78,3.3,4.3,4.7,3,5,0,1,0,0,1
1570,4.1,1.78,3.3,4.3,4.7,4,0,3,0,0,0,0
1571,4.1,1.78,3.3,4.3,4.7,1,1,1,1,1,0,0
1572,4.1,1.78,3.3,4.3,4.7,0,1,0,0,0,0,0
1573,4.1,1.78,3.3,4.3,4.7,1,0,1,0,0,0,1
1574,4.1,1.78,3.3,4.3,4.7,2,0,1,0,0,0,0
1575,4.1,1.78,3.3,4.3,4.7,0,0,0,0,0,0,1
1576,4.1,1.78,3.3,4.3,4.7,1,0,1,0,0,0,2
1577,4.1,1.78,3.3,4.3,4.7,0,0,0,0,0,0,0
1578,4.1,1.78,3.3,4.3,4.7,0,0,0,0,0,0,0
1579,4.1,1.78,3.3,4.3,4.7,3,0,1,0,0,0,5
1580,4.1,1.78,3.3,4.3,4.7,0,1,0,1,0,0,3
1581,4.1,1.78,3.3,4.3,4.7,0,0,0,0,0,0,0
1582,2.65,2.8,3.35,3.45,4.35,2,3,0,1,2,1,1
1583,2.65,2.8,3.35,3.45,4.35,1,1,0,2,2,1,0
1584,2.65,2.8,3.35,3.45,4.35,1,2,1,1,0,1,2
1585,2.65,2.8,3.35,3.45,4.35,4,2,3,1,0,1,1
1586,2.65,2.8,3.35,3.45,4.35,4,1,1,0,0,0,0
1587,2.65,2.8,3.35,3.45,4.35,2,0,1,0,0,0,1
1588,2.65,2.8,3.35,3.45,4.35,0,0,0,0,0,0,0
1589,2.65,2.8,3.35,3.45,4.35,1,2,1,1,0,0,0
1590,2.65,2.8,3.35,3.45,4.35,1,0,0,1,1,0,0
1591,2.65,2.8,3.35,3.45,4.35,2,0,1,0,0,0,1
1592,2.65,2.8,3.35,3.45,4.35,0,0,0,0,0,0,1
1593,2.65,2.8,3.35,3.45,4.35,1,0,1,0,0,0,2
1594,2.65,2.8,3.35,3.45,4.35,3,0,1,1,0,0,0
1595,2.65,2.8,3.35,3.45,4.35,0,1,0,0,0,0,0
1596,2.65,2.8,3.35,3.45,4.35,1,2,1,0,1,0,0
1597,2.65,2.8,3.35,3.45,4.35,1,1,0,0,0,0,0
1598,2.65,2.8,3.35,3.45,4.35,1,3,0,3,2,2,0
1599,2.65,2.8,3.35,3.45,4.35,0,1,0,0,0,0,0
1600,2.65,2.8,3.35,3.45,4.35,1,1,1,1,1,1,1
1601,2.65,2.8,3.35,3.45,4.35,2,1,0,0,0,0,2
1602,2.65,2.8,3.35,3.45,4.35,1,1,1,1,1,1,1
1603,2.65,2.8,3.35,3.45,4.35,0,1,0,0,0,0,1
1604,2.65,2.8,3.35,3.45,4.35,2,0,1,0,0,0,0
1605,2.65,2.8,3.35,3.45,4.35,6,4,4,1,1,1,2
1606,2.65,2.8,3.35,3.45,4.35,0,0,0,0,0,0,0
1607,2.65,2.8,3.35,3.45,4.35,3,3,2,0,0,2,1
1608,2.65,2.8,3.35,3.45,4.35,1,0,0,0,0,0,0
1609,2.65,2.8,3.35,3.45,4.35,2,1,1,1,0,0,0
1610,2.65,2.8,3.35,3.45,4.35,4,2,1,1,1,0,0
1611,2.65,2.8,3.35,3.45,4.35,1,3,1,2,1,1,1
1612,2.65,2.8,3.35,3.45,4.35,0,1,0,0,1,0,0
1613,2.65,2.8,3.35,3.45,4.35,4,0,0,0,0,0,3
1614,2.65,2.8,3.35,3.45,4.35,1,2,1,1,0,0,1
1615,2.65,2.8,3.35,3.45,4.35,0,3,0,0,0,0,1
1616,2.65,2.8,3.35,3.45,4.35,0,0,0,0,0,0,0
1617,2.65,2.8,3.35,3.45,4.35,6,5,3,2,2,1,3
1618,2.65,2.8,3.35,3.45,4.35,1,2,1,0,1,0,1
1619,2.65,2.8,3.35,3.45,4.35,1,0,1,0,1,0,0
1620,2.65,2.8,3.35,3.45,4.35,0,1,0,0,0,0,0
1621,2.65,2.8,3.35,3.45,4.35,2,1,1,1,1,1,1
1622,2.65,2.8,3.35,3.45,4.35,0,0,0,0,0,0,0
1623,2.65,2.8,3.35,3.45,4.35,9,0,5,0,1,0,3
1624,2.65,2.8,3.35,3.45,4.35,3,6,2,2,1,2,2
1625,2.65,2.8,3.35,3.45,4.35,2,1,2,1,1,1,1
1626,2.65,2.8,3.35,3.45,4.35,2,1,1,0,0,0,1
1627,2.65,2.8,3.35,3.45,4.35,1,0,1,0,0,0,1
1628,2.65,2.8,3.35,3.45,4.35,2,0,2,0,0,0,1
1629,2.65,2.8,3.35,3.45,4.35,2,1,1,0,0,0,1
1630,2.65,2.8,3.35,3.45,4.35,0,2,0,0,1,0,0
1631,2.65,2.8,3.35,3.45,4.35,1,0,1,0,0,0,0
1632,2.65,2.8,3.35,3.45,4.35,1,0,1,0,0,0,1
1633,2.65,2.8,3.35,3.45,4.35,2,0,0,0,0,0,1
1634,2.65,2.8,3.35,3.45,4.35,0,0,0,0,0,0,0
1635,2.65,2.8,3.35,3.45,4.35,5,3,4,0,0,0,2
1636,2.65,2.8,3.35,3.45,4.35,0,4,0,2,1,3,0
1637,2.65,2.8,3.35,3.45,4.35,3,2,3,2,2,1,1
1638,2.65,2.8,3.35,3.45,4.35,1,1,1,0,0,0,0
1639,2.65,2.8,3.35,3.45,4.35,4,0,3,0,0,0,2
1640,2.65,2.8,3.35,3.45,4.35,4,2,2,2,0,2,2
1641,2.65,2.8,3.35,3.45,4.35,1,2,1,2,0,0,0
1642,2.65,2.8,3.35,3.45,4.35,2,2,2,0,0,0,1
1643,2.65,2.8,3.35,3.45,4.35,1,1,1,0,0,0,0
1644,2.65,2.8,3.35,3.45,4.35,3,1,2,1,0,0,2
1645,2.65,2.8,3.35,3.45,4.35,1,1,1,0,0,0,1
1646,2.65,2.8,3.35,3.45,4.35,4,1,2,2,1,0,2
1647,2.65,2.8,3.35,3.45,4.35,1,1,0,1,1,0,0
1648,2.65,2.8,3.35,3.45,4.35,1,1,0,2,2,1,0
1649,2.65,2.8,3.35,3.45,4.35,5,2,4,2,0,0,3
1650,2.65,2.8,3.35,3.45,4.35,5,2,3,0,0,0,5
1651,2.65,2.8,3.35,3.45,4.35,1,0,1,0,0,0,0
1652,2.65,2.8,3.35,3.45,4.35,6,1,3,0,0,1,3
1653,2.65,2.8,3.35,3.45,4.35,4,2,3,1,1,0,0
1654,2.65,2.8,3.35,3.45,4.35,3,1,1,1,1,0,1
1655,2.65,2.8,3.35,3.45,4.35,1,2,1,0,1,0,1
1656,2.65,2.8,3.35,3.45,4.35,6,5,4,3,3,1,3
1657,2.65,2.8,3.35,3.45,4.35,1,0,1,0,0,0,1
1658,2.65,2.8,3.35,3.45,4.35,1,2,0,1,0,0,0
1659,2.65,2.8,3.35,3.45,4.35,0,2,0,0,0,0,0
1660,2.65,2.8,3.35,3.45,4.35,2,2,1,1,0,0,1
1661,2.65,2.8,3.35,3.45,4.35,3,1,2,0,0,0,0
1662,2.65,2.8,3.35,3.45,4.35,0,0,0,0,0,0,0
1663,2.65,2.8,3.35,3.45,4.35,0,1,0,0,0,0,0
1664,4.3,1.45,4.4,2.4,4.6,1,0,0,0,0,0,0
1665,4.3,1.45,4.4,2.4,4.6,1,0,1,0,0,0,0
1666,4.3,1.45,4.4,2.4,4.6,2,0,0,0,0,0,0
1667,4.3,1.45,4.4,2.4,4.6,0,0,0,0,0,0,0
1668,4.3,1.45,4.4,2.4,4.6,2,2,1,2,2,1,0
1669,4.3,1.45,4.4,2.4,4.6,3,3,1,1,0,0,3
1670,4.3,1.45,4.4,2.4,4.6,1,1,1,1,1,0,0
1671,4.3,1.45,4.4,2.4,4.6,1,4,1,0,4,0,0
1672,4.3,1.45,4.4,2.4,4.6,2,0,1,0,0,0,0
1673,4.3,1.45,4.4,2.4,4.6,2,3,2,3,2,2,2
1674,4.3,1.45,4.4,2.4,4.6,0,1,0,1,1,0,0
1675,4.3,1.45,4.4,2.4,4.6,1,2,0,0,0,1,1
1676,4.3,1.45,4.4,2.4,4.6,0,0,0,0,0,0,0
1677,4.3,1.45,4.4,2.4,4.6,1,1,1,0,0,0,0
1678,4.3,1.45,4.4,2.4,4.6,1,2,0,1,1,0,1
1679,4.3,1.45,4.4,2.4,4.6,1,0,0,0,0,0,0
1680,4.3,1.45,4.4,2.4,4.6,1,0,0,0,0,0,0
1681,4.3,1.45,4.4,2.4,4.6,1,0,1,0,0,0,1
1682,4.3,1.45,4.4,2.4,4.6,2,2,1,0,0,1,1
1683,4.3,1.45,4.4,2.4,4.6,1,1,1,0,0,0,1
1684,4.3,1.45,4.4,2.4,4.6,0,1,0,0,0,0,1
1685,4.3,1.45,4.4,2.4,4.6,12,7,5,4,1,3,5
1686,4.3,1.45,4.4,2.4,4.6,1,2,1,0,0,0,0
1687,4.3,1.45,4.4,2.4,4.6,1,0,0,0,0,0,2
1688,4.3,1.45,4.4,2.4,4.6,4,1,1,0,0,1,0
1689,4.3,1.45,4.4,2.4,4.6,1,0,1,0,1,0,1
1690,4.3,1.45,4.4,2.4,4.6,0,2,0,0,0,1,0
1691,4.3,1.45,4.4,2.4,4.6,1,2,1,2,3,2,1
1692,4.3,1.45,4.4,2.4,4.6,1,0,1,0,1,0,2
1693,4.3,1.45,4.4,2.4,4.6,2,1,2,2,1,1,2
1694,4.3,1.45,4.4,2.4,4.6,0,1,0,1,1,0,0
1695,4.3,1.45,4.4,2.4,4.6,1,0,0,0,0,0,0
1696,4.3,1.45,4.4,2.4,4.6,0,1,0,0,0,0,0
1697,4.3,1.45,4.4,2.4,4.6,0,2,0,0,0,1,0
1698,4.3,1.45,4.4,2.4,4.6,1,0,0,0,0,0,0
1699,4.3,1.45,4.4,2.4,4.6,1,0,0,0,0,0,1
1700,4.3,1.45,4.4,2.4,4.6,3,2,1,0,0,0,0
1701,4.3,1.45,4.4,2.4,4.6,1,0,1,0,0,0,1
1702,4.3,1.45,4.4,2.4,4.6,6,0,3,0,5,0,3
1703,4.3,1.45,4.4,2.4,4.6,3,4,0,0,1,0,0
1704,4.3,1.45,4.4,2.4,4.6,1,2,0,1,1,1,0
1705,4.3,1.45,4.4,2.4,4.6,1,0,1,0,0,0,0
1706,4.3,1.45,4.4,2.4,4.6,2,0,0,0,0,0,0
1707,4.3,1.45,4.4,2.4,4.6,4,0,4,1,0,0,1
1708,4.3,1.45,4.4,2.4,4.6,0,0,0,0,0,0,0
1709,4.3,1.45,4.4,2.4,4.6,0,0,0,0,0,0,0
1710,4.3,1.45,4.4,2.4,4.6,2,0,2,0,0,0,0
1711,4.3,1.45,4.4,2.4,4.6,0,0,0,0,0,0,0
1712,4.3,1.45,4.4,2.4,4.6,1,0,1,0,0,0,1
1713,4.3,1.45,4.4,2.4,4.6,1,1,1,0,0,0,1
1714,4.3,1.45,4.4,2.4,4.6,1,0,1,0,0,0,0
1715,4.3,1.45,4.4,2.4,4.6,0,0,0,0,0,0,1
1716,4.3,1.45,4.4,2.4,4.6,1,3,0,1,1,1,1
1717,2.3,3.5,4.5,2.85,4.5,0,0,0,0,1,0,0
1718,2.3,3.5,4.5,2.85,4.5,1,1,0,0,0,0,0
1719,2.3,3.5,4.5,2.85,4.5,0,0,0,0,0,0,0
1720,2.3,3.5,4.5,2.85,4.5,1,1,1,2,0,0,0
1721,2.3,3.5,4.5,2.85,4.5,0,0,0,0,0,0,0
1722,2.3,3.5,4.5,2.85,4.5,0,1,0,1,1,1,0
1723,2.3,3.5,4.5,2.85,4.5,0,1,0,1,1,0,1
1724,2.3,3.5,4.5,2.85,4.5,0,0,0,0,0,0,0
1725,2.3,3.5,4.5,2.85,4.5,3,1,0,1,1,0,0
1726,2.3,3.5,4.5,2.85,4.5,0,2,0,3,1,1,0
1727,2.3,3.5,4.5,2.85,4.5,3,1,2,1,1,0,2
1728,2.3,3.5,4.5,2.85,4.5,6,1,5,1,0,0,2
1729,2.3,3.5,4.5,2.85,4.5,2,1,1,0,0,1,1
1730,2.3,3.5,4.5,2.85,4.5,1,1,1,1,0,0,1
1731,2.3,3.5,4.5,2.85,4.5,2,0,1,0,0,0,0
1732,2.3,3.5,4.5,2.85,4.5,0,0,0,0,0,0,0
1733,2.3,3.5,4.5,2.85,4.5,5,5,4,0,4,3,2
1734,2.3,3.5,4.5,2.85,4.5,3,1,2,0,0,0,0
1735,2.3,3.5,4.5,2.85,4.5,1,2,1,0,0,0,1
1736,2.3,3.5,4.5,2.85,4.5,3,4,2,3,3,3,2
1737,2.3,3.5,4.5,2.85,4.5,4,1,2,0,0,0,2
1738,2.3,3.5,4.5,2.85,4.5,1,0,0,0,0,0,0
1739,2.3,3.5,4.5,2.85,4.5,1,2,1,2,1,2,0
1740,2.3,3.5,4.5,2.85,4.5,0,1,0,1,0,0,0
1741,2.3,3.5,4.5,2.85,4.5,2,1,0,2,2,1,0
1742,2.3,3.5,4.5,2.85,4.5,4,3,1,1,0,1,0
1743,2.3,3.5,4.5,2.85,4.5,3,3,1,1,2,0,3
1744,2.3,3.5,4.5,2.85,4.5,1,1,0,1,2,0,0
1745,2.3,3.5,4.5,2.85,4.5,2,2,1,0,0,0,1
1746,2.3,3.5,4.5,2.85,4.5,3,1,1,1,0,0,1
1747,2.3,3.5,4.5,2.85,4.5,0,0,0,0,0,0,0
1748,2.3,3.5,4.5,2.85,4.5,2,2,2,3,2,1,2
1749,2.3,3.5,4.5,2.85,4.5,4,0,1,0,0,0,0
1750,2.3,3.5,4.5,2.85,4.5,1,0,1,0,0,0,0
1751,2.3,3.5,4.5,2.85,4.5,4,3,2,0,1,0,0
1752,2.3,3.5,4.5,2.85,4.5,3,0,0,0,0,0,1
1753,2.3,3.5,4.5,2.85,4.5,2,1,1,1,0,0,1
